"BusinessEntityID","rowguid","ModifiedDate","__ROW_MD5","__DLH_IS_DELETED","__DLH_SYNC_TS","__DLH_START_TS","__DLH_FINISH_TS","__DLH_IS_ACTIVE"
"20","85A4CF13-3DAD-496B-B1F7-27B990EF7EB8","2017-12-13 13:20:25.493","F4ADCD991AD157A5BB4B0A89E0E189A3","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"21","11E4F0C7-D6B7-41BB-BAED-8AD7D052E378","2017-12-13 13:20:25.553","71F6794EFC68C56FBEE873FA5FB5503A","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"22","F99503C8-3F5B-4D90-94E7-A14BD304A5B4","2017-12-13 13:20:25.617","C5940E567348894860E9E45434682F5F","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"23","A1A1E909-83A7-40F4-98F5-5B0B2CA778CB","2017-12-13 13:20:25.68","209104330778FC9558CD63C51F6205D5","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"24","20CD83C8-A8E0-4800-B735-76D034EC114F","2017-12-13 13:20:25.727","928727F61CBC2F7507785834C5E11D48","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"25","97447E48-4812-4737-88F7-A00CF1AD495C","2017-12-13 13:20:25.773","161B0061457968BE63E99DE104B79892","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"26","6735DBDD-8E9D-425A-93D1-522EC1788737","2017-12-13 13:20:25.82","13A893BC3F0877D224AF0D73DE3F0359","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"27","F44EB89F-486E-4652-A963-46134500FB55","2017-12-13 13:20:25.85","ABBF733A570A84955FC8EEE18D7FC40B","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"28","BE7F33EF-371F-47DA-9833-37FAF98F8AF8","2017-12-13 13:20:25.9","5B9A02DC8C23DDBD9B7C6FF35CE013C6","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"29","225F6245-9FB9-44B0-B705-AAC0EDC677FE","2017-12-13 13:20:25.977","5B78583B25BB5E0C17412E0C18177954","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"30","CD9FFE86-8CA4-4A36-91FC-1F61A955E435","2017-12-13 13:20:26.023","B4533E2140A5456EFE748E17E2BC48C9","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"31","20F761BB-5323-4714-ABCE-DB82428A6F5E","2017-12-13 13:20:26.053","C7F64044BDEA24B81008D4B3A1C09274","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"32","4C235F6C-275B-4DE5-860E-98807873236D","2017-12-13 13:20:26.1","819FC00A81E0CB69B94DB914CDAC97B9","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"33","888C9433-02F1-4758-ACA8-EE544D2A2309","2017-12-13 13:20:26.15","9F3728B38B44E6C51B62A78DDC4847F8","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"34","849337D0-1D6B-4327-83EF-6700F2D20EC9","2017-12-13 13:20:26.197","3A17EB1CF8E57D561E4F38E29FFB0560","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"35","7A6037EB-AEFE-4D05-B925-D022A158A5E4","2017-12-13 13:20:26.243","FFCB5BC822FE495CC222352F10AAADD5","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"36","2F51BEB8-5842-4992-B730-E1EE8E8A498F","2017-12-13 13:20:26.29","83089735CE9FB772461D1B2A8156C41C","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"37","5E98E090-73E3-4289-9265-99DBBDADD025","2017-12-13 13:20:26.337","5F3C860932273EE99D8B40615F0CE31B","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"38","5AD7C51D-06FC-46EB-A9A1-14A4E1719D0A","2017-12-13 13:20:26.383","2EA35662E9D90C23AC1187FF11E1D28A","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"39","3FF6A2C4-2113-4BE5-8E8C-E970E1668065","2017-12-13 13:20:26.43","1B7DAADC337B520B03B71A06B7D1F9EB","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"40","7E972571-E349-4CEF-9325-52CC339DF648","2017-12-13 13:20:26.477","9FA85FA66A281EB087318FCB38253BA1","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"41","D390F5C4-63DC-4059-9302-03EEA1CD3CBD","2017-12-13 13:20:26.523","3DAF1B85FB6D6CFB2709AF47E94DE912","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"42","A03E96BD-1C42-419C-AF4E-2E4E85E6D146","2017-12-13 13:20:26.57","D721737A1CBBFB3B7E54C60C38882E08","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"43","0A6C0DB2-E0E3-47C8-A931-E0AA55310F7F","2017-12-13 13:20:26.617","1E8B44996CA326B8B846615EE3524AE7","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"44","D970409B-1269-4B42-BD97-863258BFC07E","2017-12-13 13:20:26.663","B05010C4E2AC544F0CFA887A4E7FD643","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"45","7E20705F-E152-48E1-8FBF-9A1F99E4D804","2017-12-13 13:20:26.71","38B8FE76CC8591EB4D6DD623FE1C4A45","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"46","D840817E-09D3-40FB-A5FC-1654474B7591","2017-12-13 13:20:26.76","4587F96E98D531C59C889DFEE13B2489","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"47","02804145-145F-495B-9A72-0078AAC9A85F","2017-12-13 13:20:26.803","E347260A0FB0EF596A85A02CFEDB1179","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"48","D849CC85-3507-4C0C-932D-D94CE7CCAC01","2017-12-13 13:20:26.85","04C0F06DB4B397B61DD8A3E8D1CBE9C5","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"49","607FF863-F3BC-42BB-B399-B438F6D39651","2017-12-13 13:20:26.883","B2D3CF014EE694BBF6238772DAC818D9","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"50","81016571-BD2C-4F76-900C-2092765710BF","2017-12-13 13:20:26.93","F002CC454BC1424951DAAD577259ABFD","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"51","CD7E8A48-D000-450B-9E08-E0FEF8048A13","2017-12-13 13:20:26.977","CC3A5A65C59CD8F05C7D6F1DB840B45A","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"52","C1B94F32-B42C-4FE7-A0FB-F0C6D4755A19","2017-12-13 13:20:27.023","5853A38EF8DBDE24CA48C4F23E09BF60","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"53","6D49529F-50CE-497E-9757-88A1AAEA798C","2017-12-13 13:20:27.07","B900D7C8766E38C7653CEAB2DBC30356","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"54","85B16356-0235-4696-A543-C750AC3509E8","2017-12-13 13:20:27.117","1E6F0B1F64F9991B39D26C423314A160","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"55","395D317A-E79F-46D3-8ACD-60BD400D4898","2017-12-13 13:20:27.163","4F0B4B00A4B7C9094766FFB7F3A40E37","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"56","129EF710-7FB3-4AE8-9868-8CB56B0B662F","2017-12-13 13:20:27.21","8C6A5C96398E829816F9EE7FB317E597","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"57","032E14E3-2041-4908-A062-0171BAF4D416","2017-12-13 13:20:27.26","4667FCCD84898678CBD1848B914ADC7C","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"58","2A22FD03-E6BB-4D26-ABC7-FFFAB1EDA00A","2017-12-13 13:20:27.303","68E8B983DF9F63200F5B027275EE9611","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"59","A4E68611-2AE6-439A-BABA-E98032C9A519","2017-12-13 13:20:27.35","E1D9BC2E7C1788CD41F45D010B97A22A","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"60","46AD6F6A-1E17-484D-9D2B-639CBEEA54E6","2017-12-13 13:20:27.4","05B6D6F284528077F1C7A9A5F95CB323","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"61","1396CB17-0C49-46E3-A020-C3C5B43C11AA","2017-12-13 13:20:27.447","C11C5B2F5D250C02420D81DFFF18A471","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"62","D0715E80-D94B-404C-9017-CB52AD0D591C","2017-12-13 13:20:27.477","E7B9CDB8F3E61EC695B180F88012E82F","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"63","81D9CE2A-C65B-4A8B-9315-C615215B183F","2017-12-13 13:20:27.523","7B2F6AE3ED66644EEACFD268B4A1A330","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"64","76045384-B83D-4CE3-AE90-007AD719BB7B","2017-12-13 13:20:27.57","CF0991FBF7E7AAD85A4795AFC1332F03","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"65","CB1F3AAC-C459-49FF-BD3A-613831F6B686","2017-12-13 13:20:27.617","54F28D466E696BF171121EB8DEF12465","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"66","3B868739-F601-4B67-AE5D-C3FAAE265378","2017-12-13 13:20:27.663","9A66DB7337832477B5F8D550DCF733BA","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"67","74FC4C0A-EC69-4D67-A254-CD487FD48818","2017-12-13 13:20:27.71","2BE12F2233468FF7A64C5C611F0A4722","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"68","A4622872-2E18-4CF5-83E4-E3F8A1A6FE14","2017-12-13 13:20:27.76","DA617C667602A875EF6A98D702681A8D","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"69","A1D87D9A-EF39-4288-8072-DFE7E26F12CD","2017-12-13 13:20:27.803","AD6CB1C028FD26EBE489506B11CB2798","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"70","A8D72A5F-E153-4B01-8744-745858D4FDFA","2017-12-13 13:20:27.85","12C9BAB01F1B2F50A2497A328F234F47","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"71","4C998900-1A8F-4420-9B7C-B01F3DE74AC1","2017-12-13 13:20:27.9","86A2F2D1E42049901BAEFDD202409BB8","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"72","DF253C20-F23A-4A8A-90B0-7B3A73E7718F","2017-12-13 13:20:27.947","6E4112DA68E99409BDAFCA7A393517A8","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"73","BE19EFB4-A4A3-44D4-87D1-9D142DCD98A2","2017-12-13 13:20:27.993","4ADCF11321F2D072C45458B0D2E57236","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"74","ED91ED2B-D1BC-4306-B527-5350925D5C35","2017-12-13 13:20:28.023","925398DAF6F230EA4EF02F14F9C68994","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"75","B4C18FD0-6A48-469F-9B3F-8998F96FD042","2017-12-13 13:20:28.07","14C2EE7875F368A71D515D9F67FD9760","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"76","1C857FA7-B649-4EDB-B3C2-6A00CD0AA513","2017-12-13 13:20:28.117","88D1F8F49ECE12B5CD11AFCFEA0F47AD","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"77","AE5919A9-1223-4BA0-8EDC-1D74B9EF8ED6","2017-12-13 13:20:28.163","3A6C299C51224E8129D8E6EF5D00A2C4","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"78","9AFF307D-977C-4E0C-A251-8B18AA5C5DDE","2017-12-13 13:20:28.21","97321E8D248ED01492CCD237A5F3DC61","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"79","AEA66160-A027-4A9D-BA33-03A5B9811984","2017-12-13 13:20:28.26","582DCCEE5103030ED440A3AE1DA79922","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"80","2B26690D-69B2-4E74-9E09-3AF38FA3F2B5","2017-12-13 13:20:28.303","FB669C9FA5B347B0B1E4B579DD032904","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"81","5A37FEC1-E99A-4567-A81B-DFC56822CF30","2017-12-13 13:20:28.35","249B93045716D78C31C9BCF62A945387","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"82","8016D7E5-6D5A-4D40-B737-6043EDA2CB0D","2017-12-13 13:20:28.4","8C20A3977A736215AE91FEA1B72692FE","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"83","F4F2785E-35F8-4AAC-9FBF-4BE04A1E4699","2017-12-13 13:20:28.447","93965C88EFF6C9BBEFA24E8E22175F87","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"84","CA809E5C-6ED2-4915-AB53-C97A1FEDF036","2017-12-13 13:20:28.493","88759174D807F97CCE9F17901DF2B673","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"85","A0ADA6A3-37A3-4EB8-9947-A2694FC41A66","2017-12-13 13:20:28.54","ED89371ED06D4D3DC94DEBC64CE784B1","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"86","DBE8F59B-9406-42DA-AFB5-765051CEF944","2017-12-13 13:20:28.587","394D3C7C8B2B90F999A3E7DCCB0235A5","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"87","FAD9DEA3-D505-42B6-8DC3-C0B06EBEA73E","2017-12-13 13:20:28.633","031F43E51DA3F4E137BBCE1B4FF13DD3","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"88","C762032B-DD98-4A78-8E53-B0736B294BAF","2017-12-13 13:20:28.68","358B01F0893208C2DC417555C3BE2572","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"89","CBBE652C-5A29-4E36-9DDF-FF0859036C61","2017-12-13 13:20:28.727","24F6225C3779B7A5EF942048E74EF96E","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"90","4FEB5D3F-C390-4FE4-AF6F-0E367A8B439E","2017-12-13 13:20:28.773","CA5C2974BC5F58ECE322CBDB3AB20E69","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"91","05A1377D-E60F-4F76-8F0A-60AB36504E57","2017-12-13 13:20:28.82","F671969EF1423E9B21CF2F08F15BE337","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"92","478CD17A-BDAB-45B5-908F-DE28A9A1252C","2017-12-13 13:20:28.867","D5F79A36CCE0AE8D7CB2AAF6D1F32FCC","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"93","B99CD287-49D4-4FE2-A95C-5F43348054FE","2017-12-13 13:20:28.9","271E47F826D2040214EEB506015AF4E2","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"94","05211184-E660-4F39-92E0-76ACB6E861FE","2017-12-13 13:20:28.947","6FF269C6F281EBDFF5BAF34F661C3CA0","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"95","11A8DAB1-2A12-43FA-862B-65CC0A0289BB","2017-12-13 13:20:28.993","48DD85CC496F020865F38BCDD0C970B8","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"96","7FA5877D-34CE-4177-9225-1EDB7B9EB1B3","2017-12-13 13:20:29.04","064A14D6055FBC03285466764787D55D","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"97","E554AFA0-CAA9-4911-A8A8-718AE64E47C9","2017-12-13 13:20:29.087","54DDA4EDA7915DB9FDDB1ED5B0A5AFFE","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"98","724B11BA-4763-4962-9753-C83C3CDB1B54","2017-12-13 13:20:29.133","7C4E340A67BD61CE37802026DF0D78DB","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"99","94CF606F-FDA5-4A3F-BC22-D84D8404ABEE","2017-12-13 13:20:29.18","3E5D2D5DD8AA65F8C92528B922432D28","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"100","B0828B9D-2F74-467E-8439-E512F1EA9D7B","2017-12-13 13:20:29.227","A4DC01E53D7E318EAB12E235758CFDC5","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"101","322E1105-6F1A-4D66-AB8E-9FF9F0B16CEB","2017-12-13 13:20:29.273","45FDE97C46294B80F450F723A11F06EA","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"102","4DEB3443-FD33-43D1-9E22-D780BD72165F","2017-12-13 13:20:29.32","2F0BD1AD4015D2D35DE725BD3ED211D3","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"103","F1654DBA-1175-4793-9B42-F69E27A9BA67","2017-12-13 13:20:29.367","7DC9C7EC9BC30E56090853098B7A0A74","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"104","3A8C614D-D937-43F9-86B6-3583F0E0476F","2017-12-13 13:20:29.413","051D64D213C3183448EADE778AF364B0","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"105","AB8E487B-0909-434E-94AD-A1EF0F6238D6","2017-12-13 13:20:29.447","21CBE3F703DADAF4091A1319316CB6A3","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"106","7F227026-6F3D-4985-88F0-FE1FD6EAA6FF","2017-12-13 13:20:29.493","59E7957BC8507820D1199DED2E9D5F81","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"107","009A1303-FCA4-4CC8-9F08-C24027FBECF3","2017-12-13 13:20:29.54","07623BFFFF057D09E2F802558893FC90","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"108","6638DCE7-BAD4-43E9-A52E-C18F2F0C63C8","2017-12-13 13:20:29.587","16CC34388C2ECD6443B771FDE202F69B","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"109","5382FD16-F32C-42E3-B932-AA7AFE9234F7","2017-12-13 13:20:29.633","C5F0AB2113893CB5FB4417B304C0AC98","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"110","A91A3135-A305-4C51-A7C8-54ABFAB53073","2017-12-13 13:20:29.68","36743365E1A1718EA8E1F1F313B426E4","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"111","893F8B02-7864-48A2-9AF3-EAD465DECB4E","2017-12-13 13:20:29.71","6ECE4FD51BC113942692637D9D4B860E","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"112","0CDDA3A9-BDE4-4975-A0F0-880095420301","2017-12-13 13:20:29.76","172E02BA826E6B0E78F9E5AFC62B195F","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"113","8EA1DB76-B282-4E2C-AE69-241F9D0294C4","2017-12-13 13:20:29.803","E18DD3F837D34C85FBCEAFCC9859A4AB","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"114","DDE292F3-1A04-42E6-B31B-F567678A5294","2017-12-13 13:20:29.85","558AAC74F398BA2EDE098DEFF9684012","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
"115","6400729C-07AE-42AD-988E-85DC36BC2C61","2017-12-13 13:20:29.9","052C285644A4657E155F2AE92E0B4610","0","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","2023-01-03 16:49:32.05","1"
